instance,n,k,mean_fitness,std_fitness,best_fitness,worst_fitness,median_fitness,mean_time,success_rate
instance_n1000_k100_15.json,1000,100,0.3892863693884459,0.0015279871779505883,0.3909762855834937,0.38663680048078736,0.3897481521829297,61.284295082092285,1.0
instance_n1000_k50_14.json,1000,50,0.3738637531751775,0.0022035927893908937,0.37619600303056233,0.3708492897236596,0.3747577646312459,59.783925724029544,1.0
instance_n100_k10_7.json,100,10,0.37176006934836103,0.004761181082865429,0.3760953034103656,0.3653637575823113,0.3746390227924962,59.520626831054685,1.0
instance_n100_k5_5.json,100,5,0.3621294231743192,0.0037457622155397563,0.36848129572404464,0.3583381903868556,0.3623552865767744,59.515394401550296,1.0
instance_n500_k25_9.json,500,25,0.3811880598830819,0.0019769708982171935,0.38372778891043746,0.37922052117002647,0.380142428838143,59.662652254104614,1.0
instance_n500_k50_12.json,500,50,0.3708208526569237,0.0018648468223044351,0.3733974921709022,0.3682623949364169,0.3715688793342833,59.80156130790711,1.0
instance_n50_k2_1.json,50,2,0.248125,0.0,0.248125,0.248125,0.248125,59.501292085647584,1.0
instance_n50_k2_2.json,50,2,0.2375,0.0,0.2375,0.2375,0.2375,59.50146822929382,1.0
instance_n50_k5_4.json,50,5,0.287286452205216,0.0,0.287286452205216,0.287286452205216,0.287286452205216,59.50579490661621,1.0
